index,gender,car,reality,child_num,income_total,income_type,edu_type,family_type,house_type,DAYS_BIRTH,DAYS_EMPLOYED,FLAG_MOBIL,work_phone,phone,email,occyp_type,family_size,begin_month,credit
17493,F,Y,Y,0,360000.0,Working,Higher education,Married,House / apartment,48.66575342465753,6.83013698630137,1,0,1,0,No job,2.0,24.0,2.0
17494,F,N,N,0,135000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,58.49041095890411,0.0,1,0,0,0,No job,1.0,40.0,2.0
17495,F,Y,Y,0,360000.0,Commercial associate,Secondary / secondary special,Married,Municipal apartment,45.14246575342466,8.210958904109589,1,0,0,0,Accountants,2.0,59.0,2.0
17496,F,N,N,1,157500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,41.36986301369863,9.58904109589041,1,0,0,0,Cooking staff,3.0,16.0,2.0
17497,F,N,Y,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,45.1972602739726,1.178082191780822,1,0,0,0,No job,2.0,45.0,2.0
17498,M,N,Y,1,270000.0,State servant,Higher education,Married,House / apartment,30.361643835616437,1.0301369863013699,1,0,0,0,Core staff,3.0,32.0,1.0
17499,F,N,Y,2,112500.0,Working,Incomplete higher,Married,House / apartment,29.936986301369863,5.095890410958904,1,0,0,0,Core staff,4.0,11.0,0.0
17500,F,N,Y,0,225000.0,Working,Higher education,Married,House / apartment,37.71780821917808,2.9945205479452053,1,0,0,0,Managers,2.0,14.0,1.0
17501,F,N,Y,2,189000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,37.775342465753425,0.9616438356164384,1,0,1,0,No job,4.0,19.0,2.0
17502,M,Y,Y,0,270000.0,Working,Secondary / secondary special,Single / not married,House / apartment,24.991780821917807,4.7972602739726025,1,0,0,0,Sales staff,1.0,30.0,1.0
17503,F,N,Y,0,103500.0,Commercial associate,Higher education,Married,House / apartment,51.57808219178082,2.293150684931507,1,0,0,0,Cleaning staff,2.0,13.0,0.0
17504,F,N,N,1,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,39.556164383561644,0.6438356164383562,1,0,0,0,Sales staff,3.0,30.0,2.0
17505,M,N,Y,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,54.96986301369863,9.936986301369863,1,0,0,0,Managers,2.0,50.0,1.0
17506,F,N,Y,3,202500.0,State servant,Higher education,Married,House / apartment,35.35342465753425,3.8465753424657536,1,0,1,0,Core staff,5.0,56.0,0.0
17507,F,N,Y,0,135000.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,65.55890410958904,0.0,1,0,1,0,No job,1.0,8.0,2.0
17508,M,Y,Y,0,216000.0,Pensioner,Higher education,Married,House / apartment,53.78356164383562,0.0,1,0,0,1,No job,2.0,13.0,0.0
17509,F,N,N,0,58500.0,Pensioner,Secondary / secondary special,Married,House / apartment,57.45205479452055,0.0,1,0,0,0,No job,2.0,11.0,2.0
17510,M,N,Y,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,46.66301369863014,21.473972602739725,1,0,0,1,Laborers,2.0,6.0,2.0
17511,F,N,Y,0,135000.0,Working,Incomplete higher,Single / not married,House / apartment,29.95068493150685,1.5753424657534247,1,0,0,0,Secretaries,1.0,22.0,2.0
17512,F,Y,Y,0,90000.0,Pensioner,Secondary / secondary special,Married,House / apartment,54.50684931506849,0.0,1,0,1,0,No job,2.0,4.0,2.0
17513,M,Y,N,1,135000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,47.087671232876716,0.4876712328767123,1,0,0,0,Drivers,2.0,5.0,2.0
17514,F,N,Y,0,148500.0,Working,Secondary / secondary special,Single / not married,House / apartment,54.31780821917808,7.912328767123288,1,0,0,1,High skill tech staff,1.0,57.0,2.0
17515,M,Y,Y,2,292500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,33.12602739726027,7.2684931506849315,1,0,1,0,No job,4.0,22.0,2.0
17516,F,N,Y,0,139500.0,State servant,Higher education,Married,House / apartment,48.76986301369863,23.23013698630137,1,0,0,0,Managers,2.0,27.0,2.0
17517,F,N,Y,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,46.441095890410956,8.265753424657534,1,1,1,0,No job,2.0,5.0,2.0
17518,F,Y,N,1,337500.0,Working,Higher education,Married,House / apartment,28.882191780821916,7.142465753424657,1,0,0,0,No job,3.0,15.0,1.0
17519,F,Y,Y,1,135000.0,Working,Secondary / secondary special,Separated,House / apartment,32.35616438356164,1.7753424657534247,1,1,1,0,Sales staff,2.0,6.0,1.0
17520,F,Y,Y,0,112500.0,Working,Higher education,Married,House / apartment,31.104109589041094,6.345205479452055,1,0,0,1,Accountants,2.0,45.0,1.0
17521,F,N,Y,1,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,42.37260273972603,6.2164383561643834,1,0,1,0,Low-skill Laborers,3.0,39.0,2.0
17522,F,N,N,1,112500.0,Working,Secondary / secondary special,Separated,House / apartment,27.495890410958904,7.013698630136986,1,1,1,0,Core staff,2.0,49.0,2.0
17523,F,Y,Y,1,76500.0,Working,Secondary / secondary special,Married,House / apartment,32.51780821917808,12.271232876712329,1,1,1,0,Core staff,3.0,14.0,2.0
17524,F,N,Y,0,292500.0,Pensioner,Secondary / secondary special,Married,House / apartment,57.74246575342466,0.0,1,0,0,0,No job,2.0,28.0,2.0
17525,M,Y,Y,1,270000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,34.013698630136986,10.046575342465754,1,0,1,0,Core staff,3.0,37.0,1.0
17526,F,N,N,2,139500.0,Working,Incomplete higher,Married,With parents,36.07123287671233,8.186301369863013,1,1,1,0,Core staff,4.0,47.0,2.0
17527,M,N,N,1,135000.0,Working,Secondary / secondary special,Married,Office apartment,42.52054794520548,7.298630136986302,1,0,0,0,Security staff,3.0,31.0,2.0
17528,F,N,N,1,90000.0,Pensioner,Secondary / secondary special,Married,House / apartment,27.016438356164382,0.0,1,0,0,0,No job,3.0,7.0,2.0
17529,F,N,Y,0,225000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,46.11506849315069,9.772602739726027,1,0,0,0,Managers,2.0,38.0,2.0
17530,M,Y,Y,0,135000.0,Working,Lower secondary,Married,With parents,27.345205479452055,5.112328767123287,1,0,0,1,Laborers,2.0,30.0,2.0
17531,F,N,Y,0,166500.0,Working,Secondary / secondary special,Single / not married,With parents,26.410958904109588,1.6767123287671233,1,0,0,1,Sales staff,1.0,20.0,2.0
17532,F,Y,N,0,202500.0,Working,Higher education,Married,House / apartment,29.454794520547946,2.8465753424657536,1,0,0,0,Core staff,2.0,26.0,0.0
17533,M,Y,N,2,225000.0,Working,Secondary / secondary special,Married,House / apartment,35.07123287671233,11.936986301369863,1,0,0,0,Laborers,4.0,10.0,2.0
17534,F,N,Y,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,28.863013698630137,10.463013698630137,1,1,1,0,Laborers,2.0,44.0,2.0
17535,F,N,N,0,202500.0,Working,Higher education,Civil marriage,House / apartment,26.22739726027397,3.032876712328767,1,1,1,0,Sales staff,2.0,8.0,2.0
17536,F,N,Y,0,135000.0,Pensioner,Secondary / secondary special,Married,House / apartment,62.31232876712329,0.0,1,0,1,0,No job,2.0,39.0,2.0
17537,F,N,N,2,315000.0,Commercial associate,Higher education,Married,House / apartment,35.43013698630137,0.8465753424657534,1,1,1,0,Managers,4.0,6.0,0.0
17538,M,Y,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,34.56438356164384,2.128767123287671,1,0,0,0,Laborers,2.0,32.0,2.0
17539,F,N,Y,0,99000.0,Pensioner,Higher education,Separated,House / apartment,67.42739726027398,0.0,1,0,0,0,No job,1.0,41.0,2.0
17540,M,N,Y,0,90000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,41.47945205479452,4.178082191780822,1,1,1,0,Low-skill Laborers,2.0,34.0,2.0
17541,F,N,N,0,180000.0,Working,Incomplete higher,Widow,House / apartment,53.778082191780825,5.197260273972603,1,1,1,0,Core staff,1.0,31.0,2.0
17542,F,N,Y,0,247500.0,Commercial associate,Higher education,Single / not married,House / apartment,32.83287671232877,5.597260273972603,1,0,0,1,Core staff,1.0,14.0,2.0
17543,F,N,N,1,144000.0,Commercial associate,Higher education,Separated,House / apartment,52.30684931506849,9.476712328767123,1,0,1,0,No job,2.0,13.0,2.0
17544,F,Y,Y,2,135000.0,Working,Secondary / secondary special,Married,House / apartment,43.18082191780822,8.693150684931506,1,0,0,0,Laborers,4.0,3.0,1.0
17545,F,N,N,0,166500.0,Working,Secondary / secondary special,Married,House / apartment,61.73972602739726,14.978082191780821,1,0,1,0,No job,2.0,57.0,0.0
17546,F,Y,N,0,121500.0,Working,Secondary / secondary special,Married,House / apartment,35.227397260273975,3.758904109589041,1,0,0,0,Laborers,2.0,48.0,2.0
17547,F,N,N,0,414000.0,Working,Higher education,Separated,House / apartment,56.94794520547945,3.9643835616438357,1,0,0,0,No job,1.0,19.0,0.0
17548,F,N,N,1,225000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,28.624657534246577,9.293150684931506,1,1,1,1,Realty agents,3.0,36.0,2.0
17549,F,Y,Y,2,135000.0,Working,Secondary / secondary special,Married,House / apartment,43.18082191780822,8.693150684931506,1,0,0,0,Laborers,4.0,19.0,1.0
17550,F,N,Y,0,297000.0,Commercial associate,Secondary / secondary special,Single / not married,Rented apartment,42.51780821917808,8.860273972602739,1,0,0,0,Laborers,1.0,12.0,1.0
17551,F,N,Y,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,27.704109589041096,8.684931506849315,1,1,1,0,Laborers,3.0,9.0,1.0
17552,M,N,Y,0,270000.0,Working,Secondary / secondary special,Married,House / apartment,51.02739726027397,8.638356164383561,1,0,1,0,Laborers,2.0,3.0,0.0
17553,F,N,Y,0,112500.0,Working,Incomplete higher,Single / not married,Rented apartment,22.86849315068493,4.3780821917808215,1,0,0,0,Laborers,1.0,5.0,2.0
17554,M,Y,N,1,202500.0,Working,Secondary / secondary special,Married,With parents,32.71780821917808,9.967123287671233,1,0,1,0,Sales staff,3.0,38.0,1.0
17555,F,N,N,0,54000.0,Working,Higher education,Married,House / apartment,40.88493150684931,12.93972602739726,1,1,0,0,Medicine staff,2.0,17.0,1.0
17556,M,N,Y,1,562500.0,Working,Incomplete higher,Married,House / apartment,37.78082191780822,15.449315068493151,1,1,1,0,No job,3.0,23.0,1.0
17557,F,Y,Y,1,225000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,42.30958904109589,0.7945205479452054,1,0,0,0,Sales staff,3.0,4.0,1.0
17558,M,N,Y,2,675000.0,State servant,Secondary / secondary special,Married,House / apartment,38.8027397260274,18.865753424657534,1,0,1,0,Drivers,4.0,8.0,1.0
17559,M,Y,N,0,58500.0,Pensioner,Secondary / secondary special,Married,House / apartment,62.824657534246576,0.0,1,0,1,0,No job,2.0,17.0,1.0
17560,F,N,Y,5,157500.0,Working,Secondary / secondary special,Married,House / apartment,35.723287671232875,9.246575342465754,1,0,0,0,Laborers,7.0,20.0,1.0
17561,F,N,Y,0,202500.0,Working,Higher education,Married,House / apartment,52.53972602739726,1.810958904109589,1,1,1,0,No job,2.0,4.0,0.0
17562,M,N,Y,2,67500.0,Working,Secondary / secondary special,Married,House / apartment,32.38904109589041,4.76986301369863,1,1,1,0,Managers,4.0,1.0,1.0
17563,M,Y,N,0,229500.0,Working,Incomplete higher,Married,Co-op apartment,50.205479452054796,3.441095890410959,1,0,0,0,Laborers,2.0,51.0,1.0
17564,F,Y,Y,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,54.536986301369865,16.389041095890413,1,0,0,0,Laborers,2.0,9.0,2.0
17565,F,Y,N,0,135000.0,Pensioner,Higher education,Married,House / apartment,56.53150684931507,0.0,1,0,0,0,No job,2.0,4.0,1.0
17566,F,N,Y,1,112500.0,Working,Secondary / secondary special,Married,House / apartment,34.49315068493151,2.5424657534246577,1,0,0,0,High skill tech staff,3.0,37.0,2.0
17567,F,Y,Y,1,247500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,46.99178082191781,3.4328767123287673,1,0,0,1,Laborers,3.0,53.0,2.0
17568,M,Y,Y,3,202500.0,Working,Secondary / secondary special,Married,House / apartment,36.43835616438356,10.04931506849315,1,0,1,0,No job,5.0,52.0,2.0
17569,F,Y,N,1,67500.0,State servant,Higher education,Married,House / apartment,38.016438356164386,14.712328767123287,1,1,0,0,High skill tech staff,3.0,58.0,2.0
17570,F,N,N,0,157500.0,Working,Incomplete higher,Separated,House / apartment,31.243835616438357,5.117808219178082,1,0,1,0,No job,1.0,13.0,2.0
17571,F,Y,N,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,56.14520547945205,20.887671232876713,1,1,1,0,Managers,2.0,52.0,2.0
17572,F,N,N,0,67500.0,Working,Secondary / secondary special,Single / not married,House / apartment,23.72876712328767,1.36986301369863,1,1,0,0,Sales staff,1.0,6.0,1.0
17573,M,Y,N,0,261000.0,State servant,Higher education,Married,Municipal apartment,30.457534246575342,7.331506849315068,1,0,0,0,Core staff,2.0,6.0,0.0
17574,M,N,Y,0,81000.0,Working,Secondary / secondary special,Single / not married,House / apartment,57.608219178082194,7.449315068493151,1,0,0,0,Security staff,1.0,17.0,2.0
17575,F,N,Y,0,630000.0,Working,Higher education,Separated,House / apartment,60.276712328767125,4.2164383561643834,1,1,1,0,Accountants,1.0,56.0,2.0
17576,F,Y,Y,0,81000.0,Working,Secondary / secondary special,Married,House / apartment,36.082191780821915,2.0904109589041098,1,1,0,0,Core staff,2.0,10.0,0.0
17577,M,Y,N,3,360000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,41.81369863013698,4.586301369863014,1,0,0,0,Managers,5.0,60.0,2.0
17578,F,N,Y,0,90000.0,Pensioner,Secondary / secondary special,Married,House / apartment,63.342465753424655,0.0,1,0,0,0,No job,2.0,4.0,1.0
17579,M,Y,Y,0,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,58.087671232876716,4.646575342465753,1,0,0,0,Drivers,2.0,18.0,2.0
17580,F,N,Y,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,60.38630136986301,4.175342465753425,1,1,1,0,Accountants,2.0,56.0,2.0
17581,F,N,Y,0,202500.0,Commercial associate,Secondary / secondary special,Widow,House / apartment,47.80821917808219,15.054794520547945,1,0,0,0,Managers,1.0,20.0,2.0
17582,M,Y,Y,0,131400.0,Pensioner,Secondary / secondary special,Married,House / apartment,64.78356164383561,0.0,1,0,0,0,No job,2.0,13.0,1.0
17583,M,Y,Y,1,315000.0,Commercial associate,Secondary / secondary special,Married,With parents,28.265753424657536,0.8164383561643835,1,0,1,0,No job,3.0,38.0,2.0
17584,F,Y,N,0,58500.0,Pensioner,Secondary / secondary special,Married,House / apartment,55.657534246575345,0.0,1,0,0,0,No job,2.0,28.0,1.0
17585,F,Y,Y,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,40.00547945205479,1.9315068493150684,1,0,0,0,Sales staff,2.0,34.0,2.0
17586,F,Y,N,1,270000.0,State servant,Higher education,Married,House / apartment,30.706849315068492,1.263013698630137,1,0,0,0,Core staff,3.0,53.0,2.0
17587,F,Y,N,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,24.545205479452054,4.972602739726027,1,0,1,1,Core staff,2.0,10.0,1.0
17588,F,N,Y,2,76500.0,State servant,Higher education,Married,House / apartment,39.986301369863014,5.8712328767123285,1,0,0,0,No job,4.0,15.0,2.0
17589,F,Y,Y,2,540000.0,Working,Higher education,Single / not married,House / apartment,38.794520547945204,1.1561643835616437,1,0,1,1,No job,3.0,26.0,2.0
17590,M,Y,N,0,180000.0,State servant,Incomplete higher,Separated,House / apartment,25.427397260273974,1.8767123287671232,1,0,0,0,No job,1.0,2.0,1.0
17591,M,Y,Y,1,157500.0,Working,Secondary / secondary special,Married,House / apartment,46.30684931506849,4.654794520547945,1,0,0,0,Laborers,3.0,19.0,1.0
17592,F,N,Y,1,135000.0,Commercial associate,Secondary / secondary special,Widow,Municipal apartment,46.90684931506849,26.715068493150685,1,0,0,0,Core staff,2.0,31.0,2.0
17593,M,N,N,0,148500.0,Working,Secondary / secondary special,Single / not married,Municipal apartment,38.69041095890411,3.2684931506849315,1,0,0,1,Laborers,1.0,3.0,0.0
17594,M,Y,Y,0,405000.0,Working,Secondary / secondary special,Single / not married,House / apartment,32.652054794520545,0.7945205479452054,1,0,0,0,Drivers,1.0,9.0,0.0
17595,M,Y,Y,0,112500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,49.75890410958904,18.523287671232875,1,1,1,0,Laborers,2.0,31.0,2.0
17596,M,Y,Y,1,810000.0,Commercial associate,Higher education,Married,House / apartment,50.31506849315068,12.208219178082192,1,1,1,1,No job,3.0,56.0,2.0
17597,F,Y,N,0,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,37.23287671232877,2.6904109589041094,1,0,1,0,No job,2.0,16.0,0.0
17598,F,N,Y,0,126000.0,Pensioner,Secondary / secondary special,Married,House / apartment,66.86027397260274,0.0,1,0,0,0,No job,2.0,39.0,2.0
17599,M,N,Y,0,247500.0,Working,Secondary / secondary special,Married,House / apartment,50.16712328767123,3.8547945205479452,1,0,0,0,Drivers,2.0,21.0,2.0
17600,F,Y,N,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,62.32876712328767,0.0,1,0,0,0,No job,2.0,30.0,0.0
17601,M,Y,Y,1,198000.0,Commercial associate,Higher education,Civil marriage,House / apartment,44.24383561643835,11.723287671232876,1,0,1,0,Managers,3.0,23.0,2.0
17602,F,Y,Y,0,157500.0,Commercial associate,Incomplete higher,Married,House / apartment,27.621917808219177,4.767123287671233,1,1,1,0,No job,2.0,29.0,2.0
17603,F,N,N,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,30.147945205479452,4.301369863013699,1,0,0,0,Private service staff,2.0,43.0,1.0
17604,M,N,N,1,180000.0,Commercial associate,Lower secondary,Married,House / apartment,29.972602739726028,6.802739726027397,1,1,0,0,Laborers,3.0,22.0,1.0
17605,F,N,N,0,180000.0,Working,Higher education,Married,House / apartment,55.30958904109589,1.0767123287671232,1,0,0,0,Core staff,2.0,20.0,2.0
17606,F,N,Y,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,61.726027397260275,0.0,1,0,1,0,No job,2.0,5.0,2.0
17607,M,N,Y,1,292500.0,State servant,Higher education,Married,House / apartment,46.11780821917808,9.63013698630137,1,0,0,1,Core staff,3.0,16.0,2.0
17608,F,N,Y,0,225000.0,Commercial associate,Incomplete higher,Married,With parents,27.832876712328765,3.2986301369863016,1,0,0,0,Accountants,2.0,14.0,0.0
17609,F,N,Y,0,180000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,32.863013698630134,0.5945205479452055,1,0,0,0,Laborers,2.0,12.0,2.0
17610,F,N,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,42.726027397260275,8.72054794520548,1,0,1,0,Laborers,2.0,4.0,2.0
17611,F,Y,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,48.726027397260275,4.69041095890411,1,0,0,0,Laborers,2.0,3.0,1.0
17612,F,Y,Y,2,315000.0,Commercial associate,Higher education,Married,With parents,34.57808219178082,3.6356164383561644,1,0,0,0,Managers,4.0,-0.0,0.0
17613,F,N,N,0,225000.0,Commercial associate,Incomplete higher,Single / not married,House / apartment,28.024657534246575,3.3123287671232875,1,0,0,0,Accountants,1.0,4.0,2.0
17614,F,N,Y,0,90000.0,State servant,Higher education,Married,House / apartment,48.676712328767124,10.421917808219177,1,0,0,0,Cooking staff,2.0,11.0,2.0
